dsstage;ds-eks-01-uat;sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/csi-node-driver-registrar@sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;kube-system;N/A;ebs-csi-node-dtkwg
dsstage;ds-eks-01-uat;sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-ebs-csi-driver@sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;kube-system;N/A;ebs-csi-node-dz4fg
dsstage;ds-eks-01-uat;sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/livenessprobe@sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;kube-system;N/A;ebs-csi-node-dz4fg
dsstage;ds-eks-01-uat;sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/csi-node-driver-registrar@sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;kube-system;N/A;ebs-csi-node-dz4fg
dsstage;ds-eks-01-uat;sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-ebs-csi-driver@sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;kube-system;N/A;ebs-csi-node-ntqbq
dsstage;ds-eks-01-uat;sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/livenessprobe@sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;kube-system;N/A;ebs-csi-node-ntqbq
dsstage;ds-eks-01-uat;sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/csi-node-driver-registrar@sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;kube-system;N/A;ebs-csi-node-ntqbq
dsstage;ds-eks-01-uat;sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-ebs-csi-driver@sha256:1564359e1e0e7cb577c77219541c423e782b726f603fde4fcfa0c1eafbc50320;kube-system;N/A;ebs-csi-node-vww65
dsstage;ds-eks-01-uat;sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/livenessprobe@sha256:5aa45f506d50b63acf32fae45c56e31de7567c5a8c2a55e810db138e7adf0789;kube-system;N/A;ebs-csi-node-vww65
dsstage;ds-eks-01-uat;sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/csi-node-driver-registrar@sha256:d99f0bb1a918f0b8f144aa1e4785460924af946b1e0bb7a23996780358238951;kube-system;N/A;ebs-csi-node-vww65
dsstage;ds-eks-01-uat;sha256:e677f72d499e09557e20ba9b5ade9fbbc70b73f658b95226963215eaa9fdb1ad;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/external-provisioner@sha256:e677f72d499e09557e20ba9b5ade9fbbc70b73f658b95226963215eaa9fdb1ad;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-6d8pb
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-6d8pb
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-6d8pb
dsstage;ds-eks-01-uat;sha256:e677f72d499e09557e20ba9b5ade9fbbc70b73f658b95226963215eaa9fdb1ad;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/external-provisioner@sha256:e677f72d499e09557e20ba9b5ade9fbbc70b73f658b95226963215eaa9fdb1ad;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-mmmm7
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-mmmm7
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;efs-csi-controller-6f75577dbb;efs-csi-controller-6f75577dbb-mmmm7
dsstage;ds-eks-01-uat;sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/node-driver-registrar@sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;kube-system;N/A;efs-csi-node-4qd9f
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;N/A;efs-csi-node-4qd9f
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;N/A;efs-csi-node-4qd9f
dsstage;ds-eks-01-uat;sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/node-driver-registrar@sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;kube-system;N/A;efs-csi-node-6wccb
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;N/A;efs-csi-node-6wccb
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;N/A;efs-csi-node-6wccb
dsstage;ds-eks-01-uat;sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/node-driver-registrar@sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;kube-system;N/A;efs-csi-node-cgszj
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;N/A;efs-csi-node-cgszj
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;N/A;efs-csi-node-cgszj
dsstage;ds-eks-01-uat;sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/node-driver-registrar@sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;kube-system;N/A;efs-csi-node-sr75j
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;N/A;efs-csi-node-sr75j
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;N/A;efs-csi-node-sr75j
dsstage;ds-eks-01-uat;sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/node-driver-registrar@sha256:9cd9ef74078997d4d05f5061b6a4948b54b591bb5152675f45a183c3a1cbbfd8;kube-system;N/A;efs-csi-node-zpn79
dsstage;ds-eks-01-uat;sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/aws-efs-csi-driver@sha256:4db1a50a1583c662643b4a24a7940c7e347ef22f3c6f83f825587c3b904abe87;kube-system;N/A;efs-csi-node-zpn79
dsstage;ds-eks-01-uat;sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;564593125549.dkr.ecr.sa-east-1.amazonaws.com/aws-public/eks-distro/kubernetes-csi/livenessprobe@sha256:d790820d19a6253ee31418be4d1a9ae023d4a6b64c5591f8f031b4194828cc5b;kube-system;N/A;efs-csi-node-zpn79
dsstage;ds-eks-01-uat;sha256:1529982e95d0c9a1f0543360939108cf8276507fb6639e367a0198d3b25570b0;k8s.gcr.io/external-dns/external-dns@sha256:1529982e95d0c9a1f0543360939108cf8276507fb6639e367a0198d3b25570b0;kube-system;external-dns-94756556;external-dns-94756556-l9qx9
dsstage;ds-eks-01-uat;sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/kube-proxy@sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;kube-system;N/A;kube-proxy-226cq
dsstage;ds-eks-01-uat;sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/kube-proxy@sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;kube-system;N/A;kube-proxy-8mc8c
dsstage;ds-eks-01-uat;sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/kube-proxy@sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;kube-system;N/A;kube-proxy-w7c29
dsstage;ds-eks-01-uat;sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/kube-proxy@sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;kube-system;N/A;kube-proxy-wcf79
dsstage;ds-eks-01-uat;sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;602401143452.dkr.ecr.sa-east-1.amazonaws.com/eks/kube-proxy@sha256:8ac03ffed11ba8e3b77ffca82f6ee1ef9598181da04cc50545ca1c739ddf5bbb;kube-system;N/A;kube-proxy-xf278
dsstage;ds-eks-01-uat;sha256:76049887f07a0476dc93efc2d3569b9529bf982b22d29f356092ce206e98765c;docker.io/kubernetesui/metrics-scraper@sha256:76049887f07a0476dc93efc2d3569b9529bf982b22d29f356092ce206e98765c;kube-system;kubernetes-dashboard-7cd8c87c5f;kubernetes-dashboard-7cd8c87c5f-gnlbf
dsstage;ds-eks-01-uat;sha256:290bebc3cd96c22b6f89e7b21f5c2b16ce5c275a0ec2c2de10e0d8b9dd110289;docker.io/kubernetesui/dashboard@sha256:290bebc3cd96c22b6f89e7b21f5c2b16ce5c275a0ec2c2de10e0d8b9dd110289;kube-system;kubernetes-dashboard-7cd8c87c5f;kubernetes-dashboard-7cd8c87c5f-gnlbf
dsstage;ds-eks-01-uat;sha256:f977ad859fb500c1302d9c3428c6271db031bb7431e7076213b676b345a88dc2;k8s.gcr.io/metrics-server/metrics-server@sha256:f977ad859fb500c1302d9c3428c6271db031bb7431e7076213b676b345a88dc2;kube-system;metrics-server-8694655b79;metrics-server-8694655b79-9cq9x
dsstage;ds-eks-01-uat;sha256:8c21390be87dbbee337c5b867254906b900bb52adb405b3a67134e17b7705973;quay.io/oauth2-proxy/oauth2-proxy@sha256:8c21390be87dbbee337c5b867254906b900bb52adb405b3a67134e17b7705973;kube-system;oauth2-proxy-764d678d5b;oauth2-proxy-764d678d5b-bdssl
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy-infobusca-uat;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy-infobusca;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy-infomais-uat;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy-infomais;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy-uat;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;564593125549.dkr.ecr.sa-east-1.amazonaws.com/logstash@sha256:10e3e43b37bef778c5f1606f9078ac5935c52654598d6ffe7dfadbb25a888c1a;logstash-nike-smartproxy;N/A;logstash-logstash-0
dsstage;ds-eks-01-uat;sha256:088464f949de8065b9da7dfce7302a633d700e9d598e2bebc03310712f083b31;quay.io/prometheus/alertmanager@sha256:088464f949de8065b9da7dfce7302a633d700e9d598e2bebc03310712f083b31;monitoring-system;N/A;alertmanager-kube-prometheus-stack-alertmanager-0
dsstage;ds-eks-01-uat;sha256:d0aee3f816725cb130121f3ea67979160bdc79fe616efa077c9b15cab4689504;quay.io/prometheus-operator/prometheus-config-reloader@sha256:d0aee3f816725cb130121f3ea67979160bdc79fe616efa077c9b15cab4689504;monitoring-system;N/A;alertmanager-kube-prometheus-stack-alertmanager-0
dsstage;ds-eks-01-uat;sha256:ecc1b80b8ca27743e48033c6d4c9d9f658b0837f9bea7dc5afeec0f857357267;docker.io/grafana/grafana@sha256:ecc1b80b8ca27743e48033c6d4c9d9f658b0837f9bea7dc5afeec0f857357267;monitoring-system;kube-prometheus-stack-grafana-74d44b84;kube-prometheus-stack-grafana-74d44b84-6xcs5
dsstage;ds-eks-01-uat;sha256:1f025ae37b7b20d63bffd179e5e6f972039dd53d9646388c0a8c456229c7bbcb;quay.io/kiwigrid/k8s-sidecar@sha256:1f025ae37b7b20d63bffd179e5e6f972039dd53d9646388c0a8c456229c7bbcb;monitoring-system;kube-prometheus-stack-grafana-74d44b84;kube-prometheus-stack-grafana-74d44b84-6xcs5
dsstage;ds-eks-01-uat;sha256:1f025ae37b7b20d63bffd179e5e6f972039dd53d9646388c0a8c456229c7bbcb;quay.io/kiwigrid/k8s-sidecar@sha256:1f025ae37b7b20d63bffd179e5e6f972039dd53d9646388c0a8c456229c7bbcb;monitoring-system;kube-prometheus-stack-grafana-74d44b84;kube-prometheus-stack-grafana-74d44b84-6xcs5
dsstage;ds-eks-01-uat;sha256:69a18fa1e0d0c9f972a64e69ca13b65451b8c5e79ae8dccf3a77968be4a301df;k8s.gcr.io/kube-state-metrics/kube-state-metrics@sha256:69a18fa1e0d0c9f972a64e69ca13b65451b8c5e79ae8dccf3a77968be4a301df;monitoring-system;kube-prometheus-stack-kube-state-metrics-5bd844ff8c;kube-prometheus-stack-kube-state-metrics-5bd844ff8c-np5vg
dsstage;ds-eks-01-uat;sha256:4817ed76bbac6726228bc0cb1bb7f78a1084ab8367e3a7daa9d6119eb470cfa5;quay.io/prometheus-operator/prometheus-operator@sha256:4817ed76bbac6726228bc0cb1bb7f78a1084ab8367e3a7daa9d6119eb470cfa5;monitoring-system;kube-prometheus-stack-operator-7447c85fbc;kube-prometheus-stack-operator-7447c85fbc-lmz6d
dsstage;ds-eks-01-uat;sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;quay.io/prometheus/node-exporter@sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;monitoring-system;N/A;kube-prometheus-stack-prometheus-node-exporter-24p9k
dsstage;ds-eks-01-uat;sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;quay.io/prometheus/node-exporter@sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;monitoring-system;N/A;kube-prometheus-stack-prometheus-node-exporter-5lqvr
dsstage;ds-eks-01-uat;sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;quay.io/prometheus/node-exporter@sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;monitoring-system;N/A;kube-prometheus-stack-prometheus-node-exporter-ldgcg
dsstage;ds-eks-01-uat;sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;quay.io/prometheus/node-exporter@sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;monitoring-system;N/A;kube-prometheus-stack-prometheus-node-exporter-nsrdr
dsstage;ds-eks-01-uat;sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;quay.io/prometheus/node-exporter@sha256:f2269e73124dd0f60a7d19a2ce1264d33d08a985aed0ee6b0b89d0be470592cd;monitoring-system;N/A;kube-prometheus-stack-prometheus-node-exporter-z7fqm
dsstage;ds-eks-01-uat;sha256:eb350a428127cf111a39fae466ebbbc2aade66a64ddf61b47df4ceaacf207d19;gcr.io/kubecost1/frontend@sha256:eb350a428127cf111a39fae466ebbbc2aade66a64ddf61b47df4ceaacf207d19;monitoring-system;kubecost-cost-analyzer-58d9f66469;kubecost-cost-analyzer-58d9f66469-dp4lr
dsstage;ds-eks-01-uat;sha256:7737e3448e35d1fd6fb715b986d2d665bf28b5fb2e9e8db87bd0985347d46e16;gcr.io/kubecost1/cost-model@sha256:7737e3448e35d1fd6fb715b986d2d665bf28b5fb2e9e8db87bd0985347d46e16;monitoring-system;kubecost-cost-analyzer-58d9f66469;kubecost-cost-analyzer-58d9f66469-dp4lr
dsstage;ds-eks-01-uat;sha256:1ee60f980950b00e505bd564b40f720132a0653b110e993043bb5940673d060a;docker.io/grafana/loki@sha256:1ee60f980950b00e505bd564b40f720132a0653b110e993043bb5940673d060a;monitoring-system;N/A;loki-stack-0
dsstage;ds-eks-01-uat;sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;docker.io/grafana/promtail@sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;monitoring-system;N/A;loki-stack-promtail-4vtl5
dsstage;ds-eks-01-uat;sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;docker.io/grafana/promtail@sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;monitoring-system;N/A;loki-stack-promtail-bhhrp
dsstage;ds-eks-01-uat;sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;docker.io/grafana/promtail@sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;monitoring-system;N/A;loki-stack-promtail-cbxtf
dsstage;ds-eks-01-uat;sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;docker.io/grafana/promtail@sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;monitoring-system;N/A;loki-stack-promtail-l58z7
dsstage;ds-eks-01-uat;sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;docker.io/grafana/promtail@sha256:072527b12cdfa1393d04a08aeba6b0eb42fd6921426ea14eaf8c828953771749;monitoring-system;N/A;loki-stack-promtail-ppbfs
dsstage;ds-eks-01-uat;sha256:d0aee3f816725cb130121f3ea67979160bdc79fe616efa077c9b15cab4689504;quay.io/prometheus-operator/prometheus-config-reloader@sha256:d0aee3f816725cb130121f3ea67979160bdc79fe616efa077c9b15cab4689504;monitoring-system;N/A;prometheus-kube-prometheus-stack-prometheus-0
dsstage;ds-eks-01-uat;sha256:2acfab1966f0dbecc6afbead13eca7f47062cfe8726bb9db25e39e0c0b88e9c3;quay.io/prometheus/prometheus@sha256:2acfab1966f0dbecc6afbead13eca7f47062cfe8726bb9db25e39e0c0b88e9c3;monitoring-system;N/A;prometheus-kube-prometheus-stack-prometheus-0
dsstage;ds-eks-01-uat;sha256:477d4c3d896a0deefdcccf0e08e8fb0d4258e5340d34f3c3513f75073de5835c;docker.io/provectuslabs/kafka-ui@sha256:477d4c3d896a0deefdcccf0e08e8fb0d4258e5340d34f3c3513f75073de5835c;msk-smartproxy;kafka-ui-logs-554bf7d9b5;kafka-ui-logs-554bf7d9b5-zqrd9
dsstage;ds-eks-01-uat;sha256:477d4c3d896a0deefdcccf0e08e8fb0d4258e5340d34f3c3513f75073de5835c;docker.io/provectuslabs/kafka-ui@sha256:477d4c3d896a0deefdcccf0e08e8fb0d4258e5340d34f3c3513f75073de5835c;observability;kafka-ui-logs-744758849f;kafka-ui-logs-744758849f-qg4z9
dsstage;ds-eks-01-uat;sha256:a0351c8e7e72c761c347bdcb8808c95912fe83c460a3cecd3e953348a655abde;docker.io/clickhouse/clickhouse-server@sha256:a0351c8e7e72c761c347bdcb8808c95912fe83c460a3cecd3e953348a655abde;posthog-prd;N/A;chi-posthog-posthog-0-0-0
dsstage;ds-eks-01-uat;sha256:7a85f522c5bc68ba155878966be356654e367568672e21c2dba2c930490db195;docker.io/altinity/clickhouse-operator@sha256:7a85f522c5bc68ba155878966be356654e367568672e21c2dba2c930490db195;posthog-prd;clickhouse-operator-5f85977dd9;clickhouse-operator-5f85977dd9-n557g
dsstage;ds-eks-01-uat;sha256:74a3bdfb877c98f292ceab32bab2873462ce91170815d83655fa25ccaeca6bf4;docker.io/altinity/metrics-exporter@sha256:74a3bdfb877c98f292ceab32bab2873462ce91170815d83655fa25ccaeca6bf4;posthog-prd;clickhouse-operator-5f85977dd9;clickhouse-operator-5f85977dd9-n557g
dsstage;ds-eks-01-uat;sha256:fef465f62524ed89c27451752385ab69e5c35ea4bc48b62bf61f733916ea674c;quay.io/jetstack/cert-manager-controller@sha256:fef465f62524ed89c27451752385ab69e5c35ea4bc48b62bf61f733916ea674c;posthog-prd;posthog-cert-manager-7475999fdd;posthog-cert-manager-7475999fdd-8jkr7
dsstage;ds-eks-01-uat;sha256:916ef12af73c8a4cbdfb6127d6f513f476f3aeed2447ec7f1a58a95113bda713;quay.io/jetstack/cert-manager-cainjector@sha256:916ef12af73c8a4cbdfb6127d6f513f476f3aeed2447ec7f1a58a95113bda713;posthog-prd;posthog-cert-manager-cainjector-5c88c46999;posthog-cert-manager-cainjector-5c88c46999-vpbf6
dsstage;ds-eks-01-uat;sha256:45934ab42749e8c90da0726734155374f4ea55d7796246264e7adea87569918a;quay.io/jetstack/cert-manager-webhook@sha256:45934ab42749e8c90da0726734155374f4ea55d7796246264e7adea87569918a;posthog-prd;posthog-cert-manager-webhook-d9c47f758;posthog-cert-manager-webhook-d9c47f758-j6zrh
dsstage;ds-eks-01-uat;sha256:74441a9fa04a5af78bf76a5af909f88592033c03ce6f1e14f343cd53d0266827;docker.io/posthog/posthog@sha256:74441a9fa04a5af78bf76a5af909f88592033c03ce6f1e14f343cd53d0266827;posthog-prd;posthog-events-7d79dcb856;posthog-events-7d79dcb856-csfqk
dsstage;ds-eks-01-uat;sha256:f766669fdcf3dc26347ed273a55e754b427eb4411ee075a53f30718b4499076a;k8s.gcr.io/ingress-nginx/controller@sha256:f766669fdcf3dc26347ed273a55e754b427eb4411ee075a53f30718b4499076a;posthog-prd;posthog-ingress-nginx-controller-6ff869d4fc;posthog-ingress-nginx-controller-6ff869d4fc-8tqhz
